sal_code_2021,sal_name_2021,sa2_code_2021,sa2_name_2021,overlap_area_pct,confidence
SAL20680,Crowlands,201031013,Avoca,0.88,low
SAL20680,Crowlands,215011392,Stawell,0.26,low
SAL20681,Croxton East,217011423,Southern Grampians,91.4,high
SAL20681,Croxton East,217041478,Moyne - West,5.86,low
SAL20681,Croxton East,217011420,Glenelg (Vic.),2.74,low
SAL20682,Croydon (Vic.),211031450,Croydon - East,31.01,low
SAL20682,Croydon (Vic.),211031451,Croydon - West,30.49,low
SAL20682,Croydon (Vic.),211031265,Croydon Hills - Warranwood,27.9,low
SAL20682,Croydon (Vic.),211031452,Croydon South,10.3,low
SAL20682,Croydon (Vic.),211031266,Ringwood,0.3,low
SAL20683,Croydon Hills,211031450,Croydon - East,31.01,low
SAL20683,Croydon Hills,211031451,Croydon - West,30.49,low
SAL20683,Croydon Hills,211031265,Croydon Hills - Warranwood,27.9,low
SAL20683,Croydon Hills,211031452,Croydon South,10.3,low
SAL20683,Croydon Hills,211031266,Ringwood,0.3,low
SAL20684,Croydon North,211031450,Croydon - East,31.01,low
SAL20684,Croydon North,211031451,Croydon - West,30.49,low
SAL20684,Croydon North,211031265,Croydon Hills - Warranwood,27.9,low
SAL20684,Croydon North,211031452,Croydon South,10.3,low
SAL20684,Croydon North,211031266,Ringwood,0.3,low
SAL20685,Croydon South,211031450,Croydon - East,31.01,low
SAL20685,Croydon South,211031451,Croydon - West,30.49,low
SAL20685,Croydon South,211031265,Croydon Hills - Warranwood,27.9,low
SAL20685,Croydon South,211031452,Croydon South,10.3,low
SAL20685,Croydon South,211031266,Ringwood,0.3,low
SAL20686,Crymelon,215011394,Yarriambiack,98.92,high
SAL20686,Crymelon,215031400,Buloke,1.08,low
SAL20687,Cudgee,217041477,Moyne - East,62.36,medium
SAL20687,Cudgee,217031474,Corangamite - North,23.34,low
SAL20687,Cudgee,217031475,Corangamite - South,14.3,low
SAL20688,Cudgewa,204031072,Towong,100.0,high
SAL20689,Culgoa,215031400,Buloke,100.0,high
SAL20690,Culla,217011423,Southern Grampians,96.86,high
SAL20690,Culla,217011420,Glenelg (Vic.),3.14,low
SAL20691,Cullen,215031401,Gannawarra,100.0,high
SAL20692,Cullulleraine,215021399,Red Cliffs,95.02,high
SAL20692,Cullulleraine,215021398,Mildura Surrounds,4.98,low
SAL20693,Cundare,217031473,Colac Surrounds,99.99,high
SAL20693,Cundare,217031474,Corangamite - North,0.01,low
SAL20694,Cundare North,217031473,Colac Surrounds,99.99,high
SAL20694,Cundare North,217031474,Corangamite - North,0.01,low
SAL20695,Curdies River,217031475,Corangamite - South,82.85,medium
SAL20695,Curdies River,217041477,Moyne - East,17.15,low
SAL20696,Curdievale,217031475,Corangamite - South,82.85,medium
SAL20696,Curdievale,217041477,Moyne - East,17.15,low
SAL20697,Curlewis (Vic.),203031048,Clifton Springs,90.42,high
SAL20697,Curlewis (Vic.),203031490,Ocean Grove,9.03,low
SAL20697,Curlewis (Vic.),203031052,Point Lonsdale - Queenscliff,0.55,low
SAL20698,Curyo,215031400,Buloke,100.0,high
SAL20699,Dadswells Bridge,215011392,Stawell,81.6,medium
SAL20699,Dadswells Bridge,215011389,Horsham Surrounds,11.29,low
SAL20699,Dadswells Bridge,215011394,Yarriambiack,7.11,low
SAL20700,Daisy Hill (Vic.),201031016,Maryborough (Vic.),80.8,medium
SAL20700,Daisy Hill (Vic.),201031017,Maryborough Surrounds,17.36,low
SAL20700,Daisy Hill (Vic.),201031013,Avoca,1.54,low
SAL20700,Daisy Hill (Vic.),215011391,St Arnaud,0.29,low
SAL20701,Dales Creek,201021009,Bacchus Marsh Surrounds,90.32,high
SAL20701,Dales Creek,213041353,Bacchus Marsh,9.68,low
SAL20702,Dallas,210051242,Broadmeadows,64.56,medium
SAL20702,Dallas,210051243,Campbellfield - Coolaroo,35.44,low
SAL20703,Dalmore,212011548,Koo Wee Rup,97.64,high
SAL20703,Dalmore,205011076,Drouin,1.5,low
SAL20703,Dalmore,212011547,Bunyip - Garfield,0.86,low
SAL20704,Daltons Bridge,215031401,Gannawarra,100.0,high
SAL20705,Dalyenong,215011391,St Arnaud,86.33,medium
SAL20705,Dalyenong,201031013,Avoca,9.99,low
SAL20705,Dalyenong,215031400,Buloke,2.38,low
SAL20705,Dalyenong,202031033,Loddon,1.31,low
SAL20706,Dalyston,205031093,Wonthaggi - Inverloch,100.0,high
SAL20707,Dandenong,212041312,Dandenong North,42.12,low
SAL20707,Dandenong,212041563,Dandenong - North,40.1,low
SAL20707,Dandenong,212041564,Dandenong - South,17.4,low
SAL20707,Dandenong,212041566,Keysborough - South,0.34,low
SAL20707,Dandenong,212041316,Noble Park North,0.04,low
SAL20708,Dandenong North,212041312,Dandenong North,42.12,low
SAL20708,Dandenong North,212041563,Dandenong - North,40.1,low
SAL20708,Dandenong North,212041564,Dandenong - South,17.4,low
SAL20708,Dandenong North,212041566,Keysborough - South,0.34,low
SAL20708,Dandenong North,212041316,Noble Park North,0.04,low
SAL20709,Dandenong South,212041312,Dandenong North,42.12,low
SAL20709,Dandenong South,212041563,Dandenong - North,40.1,low
SAL20709,Dandenong South,212041564,Dandenong - South,17.4,low
SAL20709,Dandenong South,212041566,Keysborough - South,0.34,low
SAL20709,Dandenong South,212041316,Noble Park North,0.04,low
SAL20710,Dandongadale,204031071,Myrtleford,97.25,high
SAL20710,Dandongadale,204031069,Bright - Mount Beauty,2.75,low
SAL20711,Dargo,205051101,Maffra,91.08,high
SAL20711,Dargo,205051100,Longford - Loch Sport,5.36,low
SAL20711,Dargo,205021082,Bruthen - Omeo,3.27,low
SAL20711,Dargo,205051099,Alps - West,0.28,low
SAL20711,Dargo,204031069,Bright - Mount Beauty,0.0,low
SAL20711,Dargo,205021086,Paynesville,0.0,low
SAL20712,Darley,213041353,Bacchus Marsh,95.86,high
SAL20712,Darley,201021009,Bacchus Marsh Surrounds,3.05,low
SAL20712,Darley,203021043,Lara,0.99,low
SAL20712,Darley,213041573,Eynesbury - Exford,0.1,low
SAL20713,Darlimurla,205031090,Leongatha,92.17,high
SAL20713,Darlimurla,205011078,Trafalgar (Vic.),2.99,low
SAL20713,Darlimurla,205041094,Churchill,2.79,low
SAL20713,Darlimurla,205031087,Foster,2.04,low
SAL20714,Darlington (Vic.),217041477,Moyne - East,57.9,low
SAL20714,Darlington (Vic.),217031474,Corangamite - North,26.84,low
SAL20714,Darlington (Vic.),215011387,Ararat Surrounds,15.26,low
SAL20715,Darnum,205011079,Warragul,100.0,high
SAL20716,Darraweit Guim,209041224,Wallan,96.85,high
SAL20716,Darraweit Guim,210021235,Romsey,3.15,low
SAL20717,Darriman,205051100,Longford - Loch Sport,68.96,medium
SAL20717,Darriman,205051102,Rosedale,18.48,low
SAL20717,Darriman,205051101,Maffra,9.37,low
SAL20717,Darriman,205051104,Yarram,2.51,low
SAL20717,Darriman,205051103,Sale,0.69,low
SAL20718,Dartmoor (Vic.),217011420,Glenelg (Vic.),96.13,high
SAL20718,Dartmoor (Vic.),217041478,Moyne - West,3.87,low
SAL20719,Dartmouth,204031072,Towong,100.0,high
SAL20719,Dartmouth,205021082,Bruthen - Omeo,0.0,low
SAL20720,Dawson (Vic.),205051101,Maffra,80.99,medium
SAL20720,Dawson (Vic.),205051102,Rosedale,18.5,low
SAL20720,Dawson (Vic.),205051099,Alps - West,0.52,low
SAL20720,Dawson (Vic.),204011057,Mansfield (Vic.),0.0,low
SAL20721,Daylesford,201021011,Daylesford,100.0,high
SAL20722,Dean,201021010,Creswick - Clunes,99.36,high
SAL20722,Dean,201021011,Daylesford,0.64,low
SAL20723,Deans Marsh,203011036,Winchelsea,94.12,high
SAL20723,Deans Marsh,203031049,Lorne - Anglesea,5.88,low
SAL20724,Deanside,213041574,Fraser Rise - Plumpton,54.66,low
SAL20724,Deanside,213041359,Rockbank - Mount Cottrell,45.34,low
SAL20725,Deddick Valley,205021085,Orbost,100.0,high
SAL20726,Dederang,204031491,Baranduda - Leneva,59.44,low
SAL20726,Dederang,204031075,Yackandandah,20.42,low
SAL20726,Dederang,204031072,Towong,9.52,low
SAL20726,Dederang,204031069,Bright - Mount Beauty,5.41,low
SAL20726,Dederang,204031073,West Wodonga,4.7,low
SAL20726,Dederang,204031492,Wodonga,0.02,low
SAL20727,Deep Lead,215011392,Stawell,81.6,medium
SAL20727,Deep Lead,215011389,Horsham Surrounds,11.29,low
SAL20727,Deep Lead,215011394,Yarriambiack,7.11,low
SAL20728,Deepdene (Vic.),207011147,Balwyn,100.0,high
SAL20729,Deer Park,213041463,Caroline Springs,30.32,low
SAL20729,Deer Park,213011569,Deer Park,26.82,low
SAL20729,Deer Park,213011329,Cairnlea,14.95,low
SAL20729,Deer Park,213041462,Burnside Heights,9.55,low
SAL20729,Deer Park,213041461,Burnside,8.64,low
SAL20729,Deer Park,213041360,Taylors Hill,6.1,low
SAL20729,Deer Park,213041359,Rockbank - Mount Cottrell,3.42,low
SAL20729,Deer Park,213011333,Kings Park (Vic.),0.19,low
SAL20729,Deer Park,213011570,Derrimut,0.0,low
SAL20730,Delacombe,201011484,Sebastopol - Redan,64.6,medium
SAL20730,Delacombe,201011006,Delacombe,35.4,low
SAL20731,Delahey,213041575,Hillside,31.5,low
SAL20731,Delahey,213041360,Taylors Hill,30.03,low
SAL20731,Delahey,213011339,Sydenham,22.8,low
SAL20731,Delahey,213011331,Delahey,15.66,low
SAL20731,Delahey,213011340,Taylors Lakes,0.0,low
SAL20732,Delatite,204011057,Mansfield (Vic.),98.19,high
SAL20732,Delatite,204021067,Wangaratta Surrounds,1.36,low
SAL20732,Delatite,204021064,Benalla Surrounds,0.37,low
SAL20732,Delatite,204011061,Upper Yarra Valley,0.08,low
SAL20732,Delatite,205051099,Alps - West,0.0,low
SAL20733,Delburn,205031090,Leongatha,92.17,high
SAL20733,Delburn,205011078,Trafalgar (Vic.),2.99,low
SAL20733,Delburn,205041094,Churchill,2.79,low
SAL20733,Delburn,205031087,Foster,2.04,low
SAL20734,Delegate River,205021085,Orbost,100.0,high
SAL20735,Denicull Creek,215011386,Ararat,88.48,medium
SAL20735,Denicull Creek,215011387,Ararat Surrounds,10.38,low
SAL20735,Denicull Creek,201031013,Avoca,0.88,low
SAL20735,Denicull Creek,215011392,Stawell,0.26,low
SAL20736,Denison,205051101,Maffra,80.99,medium
SAL20736,Denison,205051102,Rosedale,18.5,low
SAL20736,Denison,205051099,Alps - West,0.52,low
SAL20736,Denison,204011057,Mansfield (Vic.),0.0,low
SAL20737,Dennington,217041479,Warrnambool - North,64.19,medium
SAL20737,Dennington,217041480,Warrnambool - South,35.81,low
SAL20738,Denver,201021011,Daylesford,96.46,high
SAL20738,Denver,202021028,Castlemaine Surrounds,2.63,low
SAL20738,Denver,201021012,Gordon (Vic.),0.91,low
SAL20738,Denver,202021030,Kyneton,0.0,low
SAL20739,Deptford,205021081,Bairnsdale,78.36,medium
SAL20739,Deptford,205021082,Bruthen - Omeo,14.42,low
SAL20739,Deptford,205021086,Paynesville,7.22,low
SAL20739,Deptford,205021083,Lake King,0.0,low
SAL20740,Derby (Vic.),202031033,Loddon,76.14,medium
SAL20740,Derby (Vic.),202021026,Bendigo Surrounds - South,23.86,low
SAL20741,Dereel,201021012,Gordon (Vic.),22.66,low
SAL20741,Dereel,201011008,Wendouree - Miners Rest,21.81,low
SAL20741,Dereel,201011001,Alfredton,10.67,low
SAL20741,Dereel,201031015,Golden Plains - North,7.47,low
SAL20741,Dereel,201011006,Delacombe,6.5,low
SAL20741,Dereel,201021010,Creswick - Clunes,5.58,low
SAL20741,Dereel,201011482,Ballarat North - Invermay,5.57,low
SAL20741,Dereel,203011035,Golden Plains - South,4.7,low
SAL20741,Dereel,201031014,Beaufort,3.8,low
SAL20741,Dereel,201011481,Ballarat East - Warrenheip,3.56,low
SAL20741,Dereel,201031013,Avoca,3.54,low
SAL20741,Dereel,201011005,Buninyong,2.49,low
SAL20741,Dereel,201011007,Smythes Creek,1.53,low
SAL20741,Dereel,217031474,Corangamite - North,0.13,low
SAL20742,Dergholm,217011420,Glenelg (Vic.),75.12,medium
SAL20742,Dergholm,215011393,West Wimmera,18.28,low
SAL20742,Dergholm,217011423,Southern Grampians,6.61,low
SAL20743,Derrimut,213011570,Derrimut,98.57,high
SAL20743,Derrimut,213051363,Laverton,1.43,low
SAL20744,Derrinal,202021029,Heathcote,97.01,high
SAL20744,Derrinal,216011410,Rushworth,1.27,low
SAL20744,Derrinal,204011058,Nagambie,1.17,low
SAL20744,Derrinal,204011060,Seymour Surrounds,0.56,low
SAL20745,Derrinallum,217031474,Corangamite - North,100.0,high
SAL20746,Devenish,204021064,Benalla Surrounds,100.0,high
SAL20747,Devils River,204011054,Alexandra,100.0,high
SAL20748,Devon Meadows,212031304,Cranbourne West,18.37,low
SAL20748,Devon Meadows,212031300,Cranbourne,18.12,low
SAL20748,Devon Meadows,212031557,Cranbourne East - North,13.23,low
SAL20748,Devon Meadows,214011376,Skye - Sandhurst,11.37,low
SAL20748,Devon Meadows,212031559,Cranbourne North - East,10.88,low
SAL20748,Devon Meadows,212031560,Cranbourne North - West,10.18,low
SAL20748,Devon Meadows,212031303,Cranbourne South,9.38,low
SAL20748,Devon Meadows,212031558,Cranbourne East - South,7.82,low
SAL20748,Devon Meadows,212031308,Pearcedale - Tooradin,0.65,low
SAL20749,Devon North,205051104,Yarram,100.0,high
SAL20749,Devon North,205041094,Churchill,0.0,low
SAL20750,Dewhurst,212011289,Emerald - Cockatoo,100.0,high
SAL20750,Dewhurst,212011546,Beaconsfield - Officer,0.0,low
SAL20751,Dhurringile,216031419,Shepparton Surrounds - West,99.19,high
SAL20751,Dhurringile,204011055,Euroa,0.81,low
SAL20752,Diamond Creek,209031215,Wattle Glen - Diamond Creek,100.0,high
SAL20753,Digby,217011420,Glenelg (Vic.),100.0,high
SAL20754,Diggers Rest,210041539,Diggers Rest,92.41,high
SAL20754,Diggers Rest,210041540,Sunbury - South,7.59,low
SAL20755,Diggora,216011409,Rochester,85.0,medium
SAL20755,Diggora,216011408,Lockington - Gunbower,12.99,low
SAL20755,Diggora,216011407,Kyabram,2.01,low
SAL20756,Dimboola,215011390,Nhill Region,100.0,high
SAL20757,Dingee,202031033,Loddon,97.0,high
SAL20757,Dingee,202031032,Bendigo Surrounds - North,3.0,low
SAL20758,Dingley Village,212041318,Springvale South,54.29,low
SAL20758,Dingley Village,212041313,Dingley Village,45.08,low
SAL20758,Dingley Village,212041460,Noble Park - West,0.61,low
SAL20758,Dingley Village,208031184,Braeside,0.02,low
SAL20759,Dingwall,215031402,Kerang,72.32,medium
SAL20759,Dingwall,215031401,Gannawarra,26.89,low
SAL20759,Dingwall,202031033,Loddon,0.79,low
SAL20760,Dinner Plain,205021082,Bruthen - Omeo,81.22,medium
SAL20760,Dinner Plain,204031069,Bright - Mount Beauty,18.78,low
SAL20761,Dixie (Vic.),217041477,Moyne - East,62.36,medium
SAL20761,Dixie (Vic.),217031474,Corangamite - North,23.34,low
SAL20761,Dixie (Vic.),217031475,Corangamite - South,14.3,low
SAL20762,Dixons Creek,211051276,Healesville - Yarra Glen,91.06,high
SAL20762,Dixons Creek,209031212,Panton Hill - St Andrews,8.94,low
SAL20763,Dobie,215011386,Ararat,88.48,medium
SAL20763,Dobie,215011387,Ararat Surrounds,10.38,low
SAL20763,Dobie,201031013,Avoca,0.88,low
SAL20763,Dobie,215011392,Stawell,0.26,low
SAL20764,Docker,204021067,Wangaratta Surrounds,88.78,medium
SAL20764,Docker,204021066,Wangaratta,10.8,low
SAL20764,Docker,216021412,Moira,0.41,low
SAL20765,Dockers Plains,204021067,Wangaratta Surrounds,88.78,medium
SAL20765,Dockers Plains,204021066,Wangaratta,10.8,low
SAL20765,Dockers Plains,216021412,Moira,0.41,low
SAL20766,Docklands,206041118,Docklands,99.97,high
SAL20766,Docklands,206051511,Port Melbourne Industrial,0.03,low
SAL20766,Docklands,206041127,West Melbourne - Industrial,0.0,low
SAL20766,Docklands,206041508,Southbank (West) - South Wharf,0.0,low
SAL20767,Doctors Flat,205021082,Bruthen - Omeo,100.0,high
SAL20768,Dollar,205031090,Leongatha,92.17,high
SAL20768,Dollar,205011078,Trafalgar (Vic.),2.99,low
SAL20768,Dollar,205041094,Churchill,2.79,low
SAL20768,Dollar,205031087,Foster,2.04,low
SAL20769,Don Valley,211051286,Yarra Valley,51.41,low
SAL20769,Don Valley,211051285,Wandin - Seville,48.59,low
SAL20770,Donald,215031400,Buloke,95.12,high
SAL20770,Donald,215011391,St Arnaud,3.88,low
SAL20770,Donald,215011394,Yarriambiack,1.0,low
SAL20771,Doncaster,207021157,Doncaster,98.29,high
SAL20771,Doncaster,207021160,Templestowe Lower,0.85,low
SAL20771,Doncaster,207021156,Bulleen,0.69,low
SAL20771,Doncaster,207021425,Doncaster East - South,0.18,low
SAL20772,Doncaster East,207021424,Doncaster East - North,50.5,low
SAL20772,Doncaster East,207021425,Doncaster East - South,49.5,low
SAL20773,Donnybrook (Vic.),210051445,Mickleham - Yuroke,20.31,low
SAL20773,Donnybrook (Vic.),210051443,Craigieburn - South,18.93,low
SAL20773,Donnybrook (Vic.),210051545,Roxburgh Park - North,12.81,low
SAL20773,Donnybrook (Vic.),210051543,Craigieburn - West,11.37,low
SAL20773,Donnybrook (Vic.),210051442,Craigieburn - North,10.75,low
SAL20773,Donnybrook (Vic.),210051542,Craigieburn - North West,8.61,low
SAL20773,Donnybrook (Vic.),210051544,Roxburgh Park (South) - Somerton,8.29,low
SAL20773,Donnybrook (Vic.),210051441,Craigieburn - Central,7.06,low
SAL20773,Donnybrook (Vic.),209041225,Whittlesea,1.86,low
SAL20774,Donvale,211021261,Donvale - Park Orchards,95.95,high
SAL20774,Donvale,211021262,Warrandyte - Wonga Park,2.89,low
SAL20774,Donvale,207021424,Doncaster East - North,0.62,low
SAL20774,Donvale,207021425,Doncaster East - South,0.54,low
SAL20775,Dooboobetic,215011391,St Arnaud,89.75,medium
SAL20775,Dooboobetic,201031013,Avoca,9.55,low
SAL20775,Dooboobetic,215031400,Buloke,0.7,low
SAL20776,Dooen,215011389,Horsham Surrounds,56.29,low
SAL20776,Dooen,215011388,Horsham,40.17,low
SAL20776,Dooen,215011393,West Wimmera,2.22,low
SAL20776,Dooen,217011423,Southern Grampians,0.7,low
SAL20776,Dooen,215011394,Yarriambiack,0.61,low
SAL20776,Dooen,215011390,Nhill Region,0.0,low
SAL20776,Dooen,215011392,Stawell,0.0,low
SAL20777,Dookie,216031418,Shepparton Surrounds - East,60.89,medium
SAL20777,Dookie,216021412,Moira,39.11,low
SAL20778,Dookie College,216031418,Shepparton Surrounds - East,100.0,high
SAL20779,Doreen,209041527,Doreen - North,32.21,low
SAL20779,Doreen,209041532,Mernda - South,23.63,low
SAL20779,Doreen,209041531,Mernda - North,22.74,low
SAL20779,Doreen,209041528,Doreen - South,20.71,low
SAL20779,Doreen,209031212,Panton Hill - St Andrews,0.7,low
SAL20780,Dorodong,217011420,Glenelg (Vic.),75.12,medium
SAL20780,Dorodong,215011393,West Wimmera,18.28,low
SAL20780,Dorodong,217011423,Southern Grampians,6.61,low
SAL20781,Double Bridges,205021082,Bruthen - Omeo,100.0,high
SAL20782,Douglas (Vic.),215011389,Horsham Surrounds,84.54,medium
SAL20782,Douglas (Vic.),215011393,West Wimmera,15.46,low
SAL20783,Doveton,212021295,Doveton,100.0,high
SAL20784,Dreeite,217031473,Colac Surrounds,91.71,high
SAL20784,Dreeite,217031476,Otway,6.31,low
SAL20784,Dreeite,217031475,Corangamite - South,1.9,low
SAL20784,Dreeite,217031474,Corangamite - North,0.09,low
SAL20785,Dreeite South,217031473,Colac Surrounds,91.71,high
SAL20785,Dreeite South,217031476,Otway,6.31,low
SAL20785,Dreeite South,217031475,Corangamite - South,1.9,low
SAL20785,Dreeite South,217031474,Corangamite - North,0.09,low
SAL20786,Driffield,205041096,Morwell,83.8,medium
SAL20786,Driffield,205041094,Churchill,16.2,low
SAL20787,Drik Drik,217011420,Glenelg (Vic.),96.13,high
SAL20787,Drik Drik,217041478,Moyne - West,3.87,low
SAL20788,Dromana,214021377,Dromana,100.0,high
SAL20789,Dropmore,204011059,Seymour,83.86,medium
SAL20789,Dropmore,204011060,Seymour Surrounds,12.09,low
SAL20789,Dropmore,204011062,Yea,4.05,low
SAL20790,Drouin,205011076,Drouin,95.84,high
SAL20790,Drouin,205011077,Mount Baw Baw Region,3.37,low
SAL20790,Drouin,205011079,Warragul,0.79,low
SAL20791,Drouin East,205011076,Drouin,95.84,high
SAL20791,Drouin East,205011077,Mount Baw Baw Region,3.37,low
SAL20791,Drouin East,205011079,Warragul,0.79,low
SAL20792,Drouin South,205011076,Drouin,95.84,high
SAL20792,Drouin South,205011077,Mount Baw Baw Region,3.37,low
SAL20792,Drouin South,205011079,Warragul,0.79,low
SAL20793,Drouin West,205011076,Drouin,95.84,high
SAL20793,Drouin West,205011077,Mount Baw Baw Region,3.37,low
SAL20793,Drouin West,205011079,Warragul,0.79,low
SAL20794,Drumanure,216021413,Numurkah,100.0,high
SAL20795,Drumborg,217011420,Glenelg (Vic.),96.13,high
SAL20795,Drumborg,217041478,Moyne - West,3.87,low
SAL20796,Drumcondra,203021047,North Geelong - Bell Park,70.35,medium
SAL20796,Drumcondra,203021040,Geelong West - Hamlyn Heights,29.65,low
SAL20796,Drumcondra,203021486,Corio - Lovely Banks,0.0,low
SAL20797,Drummartin,202031032,Bendigo Surrounds - North,99.52,high
SAL20797,Drummartin,202031033,Loddon,0.48,low
SAL20798,Drummond,201021011,Daylesford,96.46,high
SAL20798,Drummond,202021028,Castlemaine Surrounds,2.63,low
SAL20798,Drummond,201021012,Gordon (Vic.),0.91,low
SAL20798,Drummond,202021030,Kyneton,0.0,low
SAL20799,Drummond North,202021030,Kyneton,82.16,medium
SAL20799,Drummond North,201021011,Daylesford,17.38,low
SAL20799,Drummond North,202021028,Castlemaine Surrounds,0.46,low
SAL20800,Drung,215011389,Horsham Surrounds,56.29,low
SAL20800,Drung,215011388,Horsham,40.17,low
SAL20800,Drung,215011393,West Wimmera,2.22,low
SAL20800,Drung,217011423,Southern Grampians,0.7,low
SAL20800,Drung,215011394,Yarriambiack,0.61,low
SAL20800,Drung,215011390,Nhill Region,0.0,low
SAL20800,Drung,215011392,Stawell,0.0,low
SAL20801,Dry Diggings,201021011,Daylesford,96.46,high
SAL20801,Dry Diggings,202021028,Castlemaine Surrounds,2.63,low
SAL20801,Dry Diggings,201021012,Gordon (Vic.),0.91,low
SAL20801,Dry Diggings,202021030,Kyneton,0.0,low
SAL20802,Drysdale,203031048,Clifton Springs,90.42,high
SAL20802,Drysdale,203031490,Ocean Grove,9.03,low
SAL20802,Drysdale,203031052,Point Lonsdale - Queenscliff,0.55,low
SAL20803,Duchembegarra,215011389,Horsham Surrounds,84.54,medium
SAL20803,Duchembegarra,215011393,West Wimmera,15.46,low
SAL20804,Dumbalk,205031087,Foster,97.05,high
SAL20804,Dumbalk,205031090,Leongatha,2.95,low
SAL20805,Dumbalk North,205031087,Foster,97.05,high
SAL20805,Dumbalk North,205031090,Leongatha,2.95,low
SAL20806,Dumosa,215031400,Buloke,97.16,high
SAL20806,Dumosa,215031401,Gannawarra,1.75,low
SAL20806,Dumosa,202031033,Loddon,1.08,low
SAL20807,Dunach,201031017,Maryborough Surrounds,77.33,medium
SAL20807,Dunach,201031013,Avoca,18.06,low
SAL20807,Dunach,201021010,Creswick - Clunes,4.61,low
SAL20808,Dundonnell,217041477,Moyne - East,57.9,low
SAL20808,Dundonnell,217031474,Corangamite - North,26.84,low
SAL20808,Dundonnell,215011387,Ararat Surrounds,15.26,low
SAL20809,Dunkeld (Vic.),217011423,Southern Grampians,98.98,high
SAL20809,Dunkeld (Vic.),215011387,Ararat Surrounds,0.96,low
SAL20809,Dunkeld (Vic.),217041477,Moyne - East,0.06,low
SAL20810,Dunluce,201031017,Maryborough Surrounds,96.85,high
SAL20810,Dunluce,202031033,Loddon,3.15,low
SAL20811,Dunneworthy,215011386,Ararat,88.48,medium
SAL20811,Dunneworthy,215011387,Ararat Surrounds,10.38,low
SAL20811,Dunneworthy,201031013,Avoca,0.88,low
SAL20811,Dunneworthy,215011392,Stawell,0.26,low
SAL20812,Dunnstown,201021012,Gordon (Vic.),22.66,low
SAL20812,Dunnstown,201011008,Wendouree - Miners Rest,21.81,low
SAL20812,Dunnstown,201011001,Alfredton,10.67,low
SAL20812,Dunnstown,201031015,Golden Plains - North,7.47,low
SAL20812,Dunnstown,201011006,Delacombe,6.5,low
SAL20812,Dunnstown,201021010,Creswick - Clunes,5.58,low
SAL20812,Dunnstown,201011482,Ballarat North - Invermay,5.57,low
SAL20812,Dunnstown,203011035,Golden Plains - South,4.7,low
SAL20812,Dunnstown,201031014,Beaufort,3.8,low
SAL20812,Dunnstown,201011481,Ballarat East - Warrenheip,3.56,low
SAL20812,Dunnstown,201031013,Avoca,3.54,low
SAL20812,Dunnstown,201011005,Buninyong,2.49,low
SAL20812,Dunnstown,201011007,Smythes Creek,1.53,low
SAL20812,Dunnstown,217031474,Corangamite - North,0.13,low
SAL20813,Dunolly (Vic.),201031017,Maryborough Surrounds,96.85,high
SAL20813,Dunolly (Vic.),202031033,Loddon,3.15,low
SAL20814,Dunrobin,217011420,Glenelg (Vic.),75.12,medium
SAL20814,Dunrobin,215011393,West Wimmera,18.28,low
SAL20814,Dunrobin,217011423,Southern Grampians,6.61,low
SAL20815,Durdidwarrah,201021009,Bacchus Marsh Surrounds,98.22,high
SAL20815,Durdidwarrah,201021012,Gordon (Vic.),1.55,low
SAL20815,Durdidwarrah,203011035,Golden Plains - South,0.23,low
SAL20816,Durham Lead,201021012,Gordon (Vic.),22.66,low
SAL20816,Durham Lead,201011008,Wendouree - Miners Rest,21.81,low
SAL20816,Durham Lead,201011001,Alfredton,10.67,low
SAL20816,Durham Lead,201031015,Golden Plains - North,7.47,low
SAL20816,Durham Lead,201011006,Delacombe,6.5,low
SAL20816,Durham Lead,201021010,Creswick - Clunes,5.58,low
SAL20816,Durham Lead,201011482,Ballarat North - Invermay,5.57,low
SAL20816,Durham Lead,203011035,Golden Plains - South,4.7,low
SAL20816,Durham Lead,201031014,Beaufort,3.8,low
SAL20816,Durham Lead,201011481,Ballarat East - Warrenheip,3.56,low
SAL20816,Durham Lead,201031013,Avoca,3.54,low
SAL20816,Durham Lead,201011005,Buninyong,2.49,low
SAL20816,Durham Lead,201011007,Smythes Creek,1.53,low
SAL20816,Durham Lead,217031474,Corangamite - North,0.13,low
SAL20817,Durham Ox,202031033,Loddon,100.0,high
SAL20818,Dutson,205051100,Longford - Loch Sport,68.96,medium
SAL20818,Dutson,205051102,Rosedale,18.48,low
SAL20818,Dutson,205051101,Maffra,9.37,low
SAL20818,Dutson,205051104,Yarram,2.51,low
SAL20818,Dutson,205051103,Sale,0.69,low
SAL20819,Dutson Downs,205051100,Longford - Loch Sport,68.96,medium
SAL20819,Dutson Downs,205051102,Rosedale,18.48,low
SAL20819,Dutson Downs,205051101,Maffra,9.37,low
SAL20819,Dutson Downs,205051104,Yarram,2.51,low
SAL20819,Dutson Downs,205051103,Sale,0.69,low
SAL20820,Dutton Way,217011422,Portland,84.13,medium
SAL20820,Dutton Way,217011420,Glenelg (Vic.),15.87,low
SAL20821,Duverney,217031474,Corangamite - North,99.99,high
SAL20821,Duverney,201031015,Golden Plains - North,0.01,low
SAL20822,Eagle Point,205021086,Paynesville,100.0,high
SAL20823,Eaglehawk,202011019,California Gully - Eaglehawk,90.48,high
SAL20823,Eaglehawk,202031032,Bendigo Surrounds - North,8.75,low
SAL20823,Eaglehawk,202011023,Maiden Gully,0.77,low
SAL20824,Eaglehawk North,202011019,California Gully - Eaglehawk,90.48,high
